,date,county,state,cases,deaths,Week,Weekly Cases,Weekly Deaths
17879,2021-05-05,Santa Cruz,California,16029,207.0,Wednesday,61.0,2.0
18285,2021-05-12,Santa Cruz,California,16249,206.0,Wednesday,220.0,-1.0
18691,2021-05-19,Santa Cruz,California,16275,207.0,Wednesday,26.0,1.0
19097,2021-05-26,Santa Cruz,California,16177,207.0,Wednesday,-98.0,0.0
19503,2021-06-02,Santa Cruz,California,16182,207.0,Wednesday,5.0,0.0
19909,2021-06-09,Santa Cruz,California,16191,208.0,Wednesday,9.0,1.0
20315,2021-06-16,Santa Cruz,California,16222,208.0,Wednesday,31.0,0.0
20721,2021-06-23,Santa Cruz,California,16246,209.0,Wednesday,24.0,1.0
21127,2021-06-30,Santa Cruz,California,16269,208.0,Wednesday,23.0,-1.0
43,2020-07-01,Shasta,California,129,5.0,Wednesday,0.0,0.0
442,2020-07-08,Shasta,California,171,5.0,Wednesday,42.0,0.0
841,2020-07-15,Shasta,California,215,6.0,Wednesday,44.0,1.0
1240,2020-07-22,Shasta,California,268,7.0,Wednesday,53.0,1.0
1640,2020-07-29,Shasta,California,348,8.0,Wednesday,80.0,1.0
2046,2020-08-05,Shasta,California,404,9.0,Wednesday,56.0,1.0
2452,2020-08-12,Shasta,California,476,10.0,Wednesday,72.0,1.0
2858,2020-08-19,Shasta,California,515,11.0,Wednesday,39.0,1.0
3264,2020-08-26,Shasta,California,554,11.0,Wednesday,39.0,0.0
3670,2020-09-02,Shasta,California,575,12.0,Wednesday,21.0,1.0
4076,2020-09-09,Shasta,California,606,12.0,Wednesday,31.0,0.0
4482,2020-09-16,Shasta,California,652,12.0,Wednesday,46.0,0.0
4888,2020-09-23,Shasta,California,751,14.0,Wednesday,99.0,2.0
5294,2020-09-30,Shasta,California,943,20.0,Wednesday,192.0,6.0
5700,2020-10-07,Shasta,California,1242,22.0,Wednesday,299.0,2.0
6106,2020-10-14,Shasta,California,1623,28.0,Wednesday,381.0,6.0
6512,2020-10-21,Shasta,California,1786,29.0,Wednesday,163.0,1.0
6918,2020-10-28,Shasta,California,1962,31.0,Wednesday,176.0,2.0
7324,2020-11-04,Shasta,California,2288,33.0,Wednesday,326.0,2.0
7730,2020-11-11,Shasta,California,2741,34.0,Wednesday,453.0,1.0
8136,2020-11-18,Shasta,California,3483,36.0,Wednesday,742.0,2.0
8542,2020-11-25,Shasta,California,4601,47.0,Wednesday,1118.0,11.0
8948,2020-12-02,Shasta,California,5187,50.0,Wednesday,586.0,3.0
9354,2020-12-09,Shasta,California,6135,54.0,Wednesday,948.0,4.0
9760,2020-12-16,Shasta,California,6927,64.0,Wednesday,792.0,10.0
10166,2020-12-23,Shasta,California,7567,70.0,Wednesday,640.0,6.0
10572,2020-12-30,Shasta,California,7782,73.0,Wednesday,215.0,3.0
10978,2021-01-06,Shasta,California,8574,89.0,Wednesday,792.0,16.0
11384,2021-01-13,Shasta,California,9315,103.0,Wednesday,741.0,14.0
11790,2021-01-20,Shasta,California,9750,123.0,Wednesday,435.0,20.0
12196,2021-01-27,Shasta,California,10212,138.0,Wednesday,462.0,15.0
12602,2021-02-03,Shasta,California,10524,153.0,Wednesday,312.0,15.0
13008,2021-02-10,Shasta,California,10753,164.0,Wednesday,229.0,11.0
13414,2021-02-17,Shasta,California,10810,171.0,Wednesday,57.0,7.0
13820,2021-02-24,Shasta,California,10950,172.0,Wednesday,140.0,1.0
14226,2021-03-03,Shasta,California,11054,179.0,Wednesday,104.0,7.0
14632,2021-03-10,Shasta,California,11149,182.0,Wednesday,95.0,3.0
15038,2021-03-17,Shasta,California,11084,194.0,Wednesday,-65.0,12.0
15444,2021-03-24,Shasta,California,11307,200.0,Wednesday,223.0,6.0
15850,2021-03-31,Shasta,California,11353,207.0,Wednesday,46.0,7.0
16256,2021-04-07,Shasta,California,11480,210.0,Wednesday,127.0,3.0
16662,2021-04-14,Shasta,California,11627,216.0,Wednesday,147.0,6.0
17068,2021-04-21,Shasta,California,11747,219.0,Wednesday,120.0,3.0
17474,2021-04-28,Shasta,California,11866,220.0,Wednesday,119.0,1.0
17880,2021-05-05,Shasta,California,11994,225.0,Wednesday,128.0,5.0
18286,2021-05-12,Shasta,California,12148,226.0,Wednesday,154.0,1.0
18692,2021-05-19,Shasta,California,12257,226.0,Wednesday,109.0,0.0
19098,2021-05-26,Shasta,California,12388,228.0,Wednesday,131.0,2.0
19504,2021-06-02,Shasta,California,12445,230.0,Wednesday,57.0,2.0
19910,2021-06-09,Shasta,California,12526,230.0,Wednesday,81.0,0.0
20316,2021-06-16,Shasta,California,12630,233.0,Wednesday,104.0,3.0
20722,2021-06-23,Shasta,California,12616,235.0,Wednesday,-14.0,2.0
21128,2021-06-30,Shasta,California,12564,236.0,Wednesday,-52.0,1.0
44,2020-07-01,Sierra,California,1,0.0,Wednesday,0.0,0.0
443,2020-07-08,Sierra,California,1,0.0,Wednesday,0.0,0.0
842,2020-07-15,Sierra,California,1,0.0,Wednesday,0.0,0.0
1241,2020-07-22,Sierra,California,1,0.0,Wednesday,0.0,0.0
1641,2020-07-29,Sierra,California,1,0.0,Wednesday,0.0,0.0
2047,2020-08-05,Sierra,California,1,0.0,Wednesday,0.0,0.0
2453,2020-08-12,Sierra,California,4,0.0,Wednesday,3.0,0.0
2859,2020-08-19,Sierra,California,6,0.0,Wednesday,2.0,0.0
3265,2020-08-26,Sierra,California,6,0.0,Wednesday,0.0,0.0
3671,2020-09-02,Sierra,California,6,0.0,Wednesday,0.0,0.0
4077,2020-09-09,Sierra,California,6,0.0,Wednesday,0.0,0.0
4483,2020-09-16,Sierra,California,6,0.0,Wednesday,0.0,0.0
4889,2020-09-23,Sierra,California,6,0.0,Wednesday,0.0,0.0
5295,2020-09-30,Sierra,California,6,0.0,Wednesday,0.0,0.0
5701,2020-10-07,Sierra,California,6,0.0,Wednesday,0.0,0.0
6107,2020-10-14,Sierra,California,6,0.0,Wednesday,0.0,0.0
6513,2020-10-21,Sierra,California,6,0.0,Wednesday,0.0,0.0
6919,2020-10-28,Sierra,California,6,0.0,Wednesday,0.0,0.0
7325,2020-11-04,Sierra,California,6,0.0,Wednesday,0.0,0.0
7731,2020-11-11,Sierra,California,10,0.0,Wednesday,4.0,0.0
8137,2020-11-18,Sierra,California,11,0.0,Wednesday,1.0,0.0
8543,2020-11-25,Sierra,California,15,0.0,Wednesday,4.0,0.0
8949,2020-12-02,Sierra,California,17,0.0,Wednesday,2.0,0.0
9355,2020-12-09,Sierra,California,18,0.0,Wednesday,1.0,0.0
9761,2020-12-16,Sierra,California,23,0.0,Wednesday,5.0,0.0
10167,2020-12-23,Sierra,California,23,0.0,Wednesday,0.0,0.0
10573,2020-12-30,Sierra,California,24,0.0,Wednesday,1.0,0.0
10979,2021-01-06,Sierra,California,31,0.0,Wednesday,7.0,0.0
11385,2021-01-13,Sierra,California,33,0.0,Wednesday,2.0,0.0
11791,2021-01-20,Sierra,California,40,0.0,Wednesday,7.0,0.0
12197,2021-01-27,Sierra,California,43,0.0,Wednesday,3.0,0.0
12603,2021-02-03,Sierra,California,42,0.0,Wednesday,-1.0,0.0
13009,2021-02-10,Sierra,California,44,0.0,Wednesday,2.0,0.0
13415,2021-02-17,Sierra,California,47,0.0,Wednesday,3.0,0.0
13821,2021-02-24,Sierra,California,47,0.0,Wednesday,0.0,0.0
14227,2021-03-03,Sierra,California,48,0.0,Wednesday,1.0,0.0
14633,2021-03-10,Sierra,California,48,0.0,Wednesday,0.0,0.0
15039,2021-03-17,Sierra,California,49,0.0,Wednesday,1.0,0.0
15445,2021-03-24,Sierra,California,50,0.0,Wednesday,1.0,0.0
15851,2021-03-31,Sierra,California,50,0.0,Wednesday,0.0,0.0
16257,2021-04-07,Sierra,California,51,0.0,Wednesday,1.0,0.0
16663,2021-04-14,Sierra,California,51,0.0,Wednesday,0.0,0.0
17069,2021-04-21,Sierra,California,51,0.0,Wednesday,0.0,0.0
17475,2021-04-28,Sierra,California,51,0.0,Wednesday,0.0,0.0
17881,2021-05-05,Sierra,California,54,0.0,Wednesday,3.0,0.0
18287,2021-05-12,Sierra,California,54,0.0,Wednesday,0.0,0.0
18693,2021-05-19,Sierra,California,54,0.0,Wednesday,0.0,0.0
19099,2021-05-26,Sierra,California,54,0.0,Wednesday,0.0,0.0
19505,2021-06-02,Sierra,California,55,0.0,Wednesday,1.0,0.0
19911,2021-06-09,Sierra,California,55,0.0,Wednesday,0.0,0.0
20317,2021-06-16,Sierra,California,55,0.0,Wednesday,0.0,0.0
20723,2021-06-23,Sierra,California,57,0.0,Wednesday,2.0,0.0
21129,2021-06-30,Sierra,California,59,0.0,Wednesday,2.0,0.0
45,2020-07-01,Siskiyou,California,31,0.0,Wednesday,0.0,0.0
444,2020-07-08,Siskiyou,California,33,0.0,Wednesday,2.0,0.0
843,2020-07-15,Siskiyou,California,43,0.0,Wednesday,10.0,0.0
1242,2020-07-22,Siskiyou,California,53,0.0,Wednesday,10.0,0.0
1642,2020-07-29,Siskiyou,California,67,0.0,Wednesday,14.0,0.0
2048,2020-08-05,Siskiyou,California,89,0.0,Wednesday,22.0,0.0
2454,2020-08-12,Siskiyou,California,108,0.0,Wednesday,19.0,0.0
2860,2020-08-19,Siskiyou,California,114,0.0,Wednesday,6.0,0.0
3266,2020-08-26,Siskiyou,California,126,0.0,Wednesday,12.0,0.0
3672,2020-09-02,Siskiyou,California,140,0.0,Wednesday,14.0,0.0
4078,2020-09-09,Siskiyou,California,150,0.0,Wednesday,10.0,0.0
4484,2020-09-16,Siskiyou,California,159,0.0,Wednesday,9.0,0.0
4890,2020-09-23,Siskiyou,California,163,0.0,Wednesday,4.0,0.0
5296,2020-09-30,Siskiyou,California,166,0.0,Wednesday,3.0,0.0
5702,2020-10-07,Siskiyou,California,172,0.0,Wednesday,6.0,0.0
6108,2020-10-14,Siskiyou,California,183,0.0,Wednesday,11.0,0.0
6514,2020-10-21,Siskiyou,California,187,0.0,Wednesday,4.0,0.0
6920,2020-10-28,Siskiyou,California,214,0.0,Wednesday,27.0,0.0
7326,2020-11-04,Siskiyou,California,278,0.0,Wednesday,64.0,0.0
7732,2020-11-11,Siskiyou,California,321,1.0,Wednesday,43.0,1.0
8138,2020-11-18,Siskiyou,California,436,1.0,Wednesday,115.0,0.0
8544,2020-11-25,Siskiyou,California,624,2.0,Wednesday,188.0,1.0
8950,2020-12-02,Siskiyou,California,752,4.0,Wednesday,128.0,2.0
9356,2020-12-09,Siskiyou,California,863,7.0,Wednesday,111.0,3.0
9762,2020-12-16,Siskiyou,California,993,8.0,Wednesday,130.0,1.0
10168,2020-12-23,Siskiyou,California,1076,8.0,Wednesday,83.0,0.0
10574,2020-12-30,Siskiyou,California,1146,11.0,Wednesday,70.0,3.0
10980,2021-01-06,Siskiyou,California,1259,11.0,Wednesday,113.0,0.0
11386,2021-01-13,Siskiyou,California,1373,12.0,Wednesday,114.0,1.0
11792,2021-01-20,Siskiyou,California,1457,13.0,Wednesday,84.0,1.0
12198,2021-01-27,Siskiyou,California,1517,13.0,Wednesday,60.0,0.0
12604,2021-02-03,Siskiyou,California,1580,13.0,Wednesday,63.0,0.0
13010,2021-02-10,Siskiyou,California,1643,13.0,Wednesday,63.0,0.0
13416,2021-02-17,Siskiyou,California,1689,13.0,Wednesday,46.0,0.0
13822,2021-02-24,Siskiyou,California,1728,14.0,Wednesday,39.0,1.0
14228,2021-03-03,Siskiyou,California,1784,14.0,Wednesday,56.0,0.0
14634,2021-03-10,Siskiyou,California,1823,14.0,Wednesday,39.0,0.0
15040,2021-03-17,Siskiyou,California,1842,14.0,Wednesday,19.0,0.0
15446,2021-03-24,Siskiyou,California,1863,15.0,Wednesday,21.0,1.0
15852,2021-03-31,Siskiyou,California,1878,16.0,Wednesday,15.0,1.0
16258,2021-04-07,Siskiyou,California,1890,16.0,Wednesday,12.0,0.0
16664,2021-04-14,Siskiyou,California,1924,21.0,Wednesday,34.0,5.0
17070,2021-04-21,Siskiyou,California,1976,21.0,Wednesday,52.0,0.0
17476,2021-04-28,Siskiyou,California,2036,21.0,Wednesday,60.0,0.0
17882,2021-05-05,Siskiyou,California,2151,22.0,Wednesday,115.0,1.0
18288,2021-05-12,Siskiyou,California,2234,24.0,Wednesday,83.0,2.0
18694,2021-05-19,Siskiyou,California,2288,26.0,Wednesday,54.0,2.0
19100,2021-05-26,Siskiyou,California,2341,29.0,Wednesday,53.0,3.0
19506,2021-06-02,Siskiyou,California,2363,33.0,Wednesday,22.0,4.0
19912,2021-06-09,Siskiyou,California,2383,37.0,Wednesday,20.0,4.0
20318,2021-06-16,Siskiyou,California,2392,37.0,Wednesday,9.0,0.0
20724,2021-06-23,Siskiyou,California,2398,37.0,Wednesday,6.0,0.0
21130,2021-06-30,Siskiyou,California,2404,38.0,Wednesday,6.0,1.0
46,2020-07-01,Solano,California,1407,25.0,Wednesday,0.0,0.0
445,2020-07-08,Solano,California,1927,27.0,Wednesday,520.0,2.0
844,2020-07-15,Solano,California,2412,31.0,Wednesday,485.0,4.0
1243,2020-07-22,Solano,California,2987,35.0,Wednesday,575.0,4.0
1643,2020-07-29,Solano,California,3467,37.0,Wednesday,480.0,2.0
2049,2020-08-05,Solano,California,3889,38.0,Wednesday,422.0,1.0
2455,2020-08-12,Solano,California,4419,41.0,Wednesday,530.0,3.0
2861,2020-08-19,Solano,California,4948,44.0,Wednesday,529.0,3.0
3267,2020-08-26,Solano,California,5285,46.0,Wednesday,337.0,2.0
3673,2020-09-02,Solano,California,5593,47.0,Wednesday,308.0,1.0
4079,2020-09-09,Solano,California,5783,48.0,Wednesday,190.0,1.0
4485,2020-09-16,Solano,California,6012,52.0,Wednesday,229.0,4.0
4891,2020-09-23,Solano,California,6237,60.0,Wednesday,225.0,8.0
5297,2020-09-30,Solano,California,6450,71.0,Wednesday,213.0,11.0
5703,2020-10-07,Solano,California,6663,74.0,Wednesday,213.0,3.0
6109,2020-10-14,Solano,California,6913,74.0,Wednesday,250.0,0.0
6515,2020-10-21,Solano,California,7210,74.0,Wednesday,297.0,0.0
6921,2020-10-28,Solano,California,7485,76.0,Wednesday,275.0,2.0
7327,2020-11-04,Solano,California,7945,76.0,Wednesday,460.0,0.0
7733,2020-11-11,Solano,California,8435,79.0,Wednesday,490.0,3.0
8139,2020-11-18,Solano,California,9166,80.0,Wednesday,731.0,1.0
8545,2020-11-25,Solano,California,10041,81.0,Wednesday,875.0,1.0
8951,2020-12-02,Solano,California,10962,81.0,Wednesday,921.0,0.0
9357,2020-12-09,Solano,California,12128,90.0,Wednesday,1166.0,9.0
9763,2020-12-16,Solano,California,14274,93.0,Wednesday,2146.0,3.0
10169,2020-12-23,Solano,California,16849,95.0,Wednesday,2575.0,2.0
10575,2020-12-30,Solano,California,19013,98.0,Wednesday,2164.0,3.0
10981,2021-01-06,Solano,California,21525,102.0,Wednesday,2512.0,4.0
11387,2021-01-13,Solano,California,23894,105.0,Wednesday,2369.0,3.0
11793,2021-01-20,Solano,California,25988,107.0,Wednesday,2094.0,2.0
12199,2021-01-27,Solano,California,27322,121.0,Wednesday,1334.0,14.0
12605,2021-02-03,Solano,California,28415,129.0,Wednesday,1093.0,8.0
13011,2021-02-10,Solano,California,29177,140.0,Wednesday,762.0,11.0
13417,2021-02-17,Solano,California,29648,156.0,Wednesday,471.0,16.0
13823,2021-02-24,Solano,California,29930,164.0,Wednesday,282.0,8.0
14229,2021-03-03,Solano,California,30221,165.0,Wednesday,291.0,1.0
14635,2021-03-10,Solano,California,30458,177.0,Wednesday,237.0,12.0
15041,2021-03-17,Solano,California,30675,178.0,Wednesday,217.0,1.0
15447,2021-03-24,Solano,California,30912,187.0,Wednesday,237.0,9.0
15853,2021-03-31,Solano,California,31194,232.0,Wednesday,282.0,45.0
16259,2021-04-07,Solano,California,31467,237.0,Wednesday,273.0,5.0
16665,2021-04-14,Solano,California,31739,239.0,Wednesday,272.0,2.0
17071,2021-04-21,Solano,California,32091,243.0,Wednesday,352.0,4.0
17477,2021-04-28,Solano,California,32371,248.0,Wednesday,280.0,5.0
17883,2021-05-05,Solano,California,32647,249.0,Wednesday,276.0,1.0
18289,2021-05-12,Solano,California,32917,250.0,Wednesday,270.0,1.0
18695,2021-05-19,Solano,California,33091,253.0,Wednesday,174.0,3.0
19101,2021-05-26,Solano,California,33223,256.0,Wednesday,132.0,3.0
19507,2021-06-02,Solano,California,33435,256.0,Wednesday,212.0,0.0
19913,2021-06-09,Solano,California,33538,259.0,Wednesday,103.0,3.0
20319,2021-06-16,Solano,California,33656,266.0,Wednesday,118.0,7.0
20725,2021-06-23,Solano,California,33802,267.0,Wednesday,146.0,1.0
21131,2021-06-30,Solano,California,33978,268.0,Wednesday,176.0,1.0
47,2020-07-01,Sonoma,California,1229,9.0,Wednesday,0.0,0.0
446,2020-07-08,Sonoma,California,1519,14.0,Wednesday,290.0,5.0
845,2020-07-15,Sonoma,California,1979,16.0,Wednesday,460.0,2.0
1244,2020-07-22,Sonoma,California,2241,22.0,Wednesday,262.0,6.0
1644,2020-07-29,Sonoma,California,2748,31.0,Wednesday,507.0,9.0
2050,2020-08-05,Sonoma,California,3208,42.0,Wednesday,460.0,11.0
2456,2020-08-12,Sonoma,California,3859,51.0,Wednesday,651.0,9.0
2862,2020-08-19,Sonoma,California,4779,65.0,Wednesday,920.0,14.0
3268,2020-08-26,Sonoma,California,5422,75.0,Wednesday,643.0,10.0
3674,2020-09-02,Sonoma,California,6067,89.0,Wednesday,645.0,14.0
4080,2020-09-09,Sonoma,California,6516,98.0,Wednesday,449.0,9.0
4486,2020-09-16,Sonoma,California,6827,114.0,Wednesday,311.0,16.0
4892,2020-09-23,Sonoma,California,7225,120.0,Wednesday,398.0,6.0
5298,2020-09-30,Sonoma,California,7578,122.0,Wednesday,353.0,2.0
5704,2020-10-07,Sonoma,California,8083,126.0,Wednesday,505.0,4.0
6110,2020-10-14,Sonoma,California,8615,128.0,Wednesday,532.0,2.0
6516,2020-10-21,Sonoma,California,9073,134.0,Wednesday,458.0,6.0
6922,2020-10-28,Sonoma,California,9569,136.0,Wednesday,496.0,2.0
7328,2020-11-04,Sonoma,California,10041,142.0,Wednesday,472.0,6.0
7734,2020-11-11,Sonoma,California,10606,149.0,Wednesday,565.0,7.0
8140,2020-11-18,Sonoma,California,11169,150.0,Wednesday,563.0,1.0
8546,2020-11-25,Sonoma,California,11846,157.0,Wednesday,677.0,7.0
8952,2020-12-02,Sonoma,California,12795,160.0,Wednesday,949.0,3.0
9358,2020-12-09,Sonoma,California,13912,162.0,Wednesday,1117.0,2.0
9764,2020-12-16,Sonoma,California,15702,166.0,Wednesday,1790.0,4.0
10170,2020-12-23,Sonoma,California,17444,180.0,Wednesday,1742.0,14.0
10576,2020-12-30,Sonoma,California,18872,184.0,Wednesday,1428.0,4.0
10982,2021-01-06,Sonoma,California,20501,213.0,Wednesday,1629.0,29.0
11388,2021-01-13,Sonoma,California,22531,227.0,Wednesday,2030.0,14.0
11794,2021-01-20,Sonoma,California,24184,242.0,Wednesday,1653.0,15.0
12200,2021-01-27,Sonoma,California,25536,254.0,Wednesday,1352.0,12.0
12606,2021-02-03,Sonoma,California,26306,267.0,Wednesday,770.0,13.0
13012,2021-02-10,Sonoma,California,26971,283.0,Wednesday,665.0,16.0
13418,2021-02-17,Sonoma,California,27414,291.0,Wednesday,443.0,8.0
13824,2021-02-24,Sonoma,California,27882,295.0,Wednesday,468.0,4.0
14230,2021-03-03,Sonoma,California,28261,301.0,Wednesday,379.0,6.0
14636,2021-03-10,Sonoma,California,28601,306.0,Wednesday,340.0,5.0
15042,2021-03-17,Sonoma,California,28850,308.0,Wednesday,249.0,2.0
15448,2021-03-24,Sonoma,California,29059,310.0,Wednesday,209.0,2.0
15854,2021-03-31,Sonoma,California,29255,311.0,Wednesday,196.0,1.0
16260,2021-04-07,Sonoma,California,29431,311.0,Wednesday,176.0,0.0
16666,2021-04-14,Sonoma,California,29608,311.0,Wednesday,177.0,0.0
17072,2021-04-21,Sonoma,California,29720,311.0,Wednesday,112.0,0.0
17478,2021-04-28,Sonoma,California,29807,318.0,Wednesday,87.0,7.0
17884,2021-05-05,Sonoma,California,29910,318.0,Wednesday,103.0,0.0
18290,2021-05-12,Sonoma,California,30012,318.0,Wednesday,102.0,0.0
18696,2021-05-19,Sonoma,California,30101,321.0,Wednesday,89.0,3.0
19102,2021-05-26,Sonoma,California,30230,321.0,Wednesday,129.0,0.0
19508,2021-06-02,Sonoma,California,30336,322.0,Wednesday,106.0,1.0
19914,2021-06-09,Sonoma,California,30569,323.0,Wednesday,233.0,1.0
20320,2021-06-16,Sonoma,California,30752,323.0,Wednesday,183.0,0.0
20726,2021-06-23,Sonoma,California,30957,317.0,Wednesday,205.0,-6.0
21132,2021-06-30,Sonoma,California,30950,318.0,Wednesday,-7.0,1.0
48,2020-07-01,Stanislaus,California,2578,44.0,Wednesday,0.0,0.0
447,2020-07-08,Stanislaus,California,4101,50.0,Wednesday,1523.0,6.0
846,2020-07-15,Stanislaus,California,5631,61.0,Wednesday,1530.0,11.0
1245,2020-07-22,Stanislaus,California,6984,77.0,Wednesday,1353.0,16.0
1645,2020-07-29,Stanislaus,California,8492,103.0,Wednesday,1508.0,26.0
2051,2020-08-05,Stanislaus,California,9359,145.0,Wednesday,867.0,42.0
2457,2020-08-12,Stanislaus,California,11592,182.0,Wednesday,2233.0,37.0
2863,2020-08-19,Stanislaus,California,12935,212.0,Wednesday,1343.0,30.0
3269,2020-08-26,Stanislaus,California,13886,240.0,Wednesday,951.0,28.0
3675,2020-09-02,Stanislaus,California,14902,267.0,Wednesday,1016.0,27.0
4081,2020-09-09,Stanislaus,California,15685,299.0,Wednesday,783.0,32.0
4487,2020-09-16,Stanislaus,California,16052,317.0,Wednesday,367.0,18.0
4893,2020-09-23,Stanislaus,California,16425,342.0,Wednesday,373.0,25.0
5299,2020-09-30,Stanislaus,California,16512,362.0,Wednesday,87.0,20.0
5705,2020-10-07,Stanislaus,California,16804,379.0,Wednesday,292.0,17.0
6111,2020-10-14,Stanislaus,California,17130,388.0,Wednesday,326.0,9.0
6517,2020-10-21,Stanislaus,California,18098,394.0,Wednesday,968.0,6.0
6923,2020-10-28,Stanislaus,California,18531,399.0,Wednesday,433.0,5.0
7329,2020-11-04,Stanislaus,California,18990,404.0,Wednesday,459.0,5.0
7735,2020-11-11,Stanislaus,California,19653,410.0,Wednesday,663.0,6.0
8141,2020-11-18,Stanislaus,California,20776,413.0,Wednesday,1123.0,3.0
8547,2020-11-25,Stanislaus,California,22453,422.0,Wednesday,1677.0,9.0
8953,2020-12-02,Stanislaus,California,24232,430.0,Wednesday,1779.0,8.0
9359,2020-12-09,Stanislaus,California,27134,454.0,Wednesday,2902.0,24.0
9765,2020-12-16,Stanislaus,California,30534,490.0,Wednesday,3400.0,36.0
10171,2020-12-23,Stanislaus,California,34217,556.0,Wednesday,3683.0,66.0
10577,2020-12-30,Stanislaus,California,37193,608.0,Wednesday,2976.0,52.0
10983,2021-01-06,Stanislaus,California,40294,649.0,Wednesday,3101.0,41.0
11389,2021-01-13,Stanislaus,California,44133,709.0,Wednesday,3839.0,60.0
11795,2021-01-20,Stanislaus,California,47506,766.0,Wednesday,3373.0,57.0
12201,2021-01-27,Stanislaus,California,49690,808.0,Wednesday,2184.0,42.0
12607,2021-02-03,Stanislaus,California,51741,848.0,Wednesday,2051.0,40.0
13013,2021-02-10,Stanislaus,California,53388,881.0,Wednesday,1647.0,33.0
13419,2021-02-17,Stanislaus,California,54631,910.0,Wednesday,1243.0,29.0
13825,2021-02-24,Stanislaus,California,55625,941.0,Wednesday,994.0,31.0
14231,2021-03-03,Stanislaus,California,56433,953.0,Wednesday,808.0,12.0
14637,2021-03-10,Stanislaus,California,57124,960.0,Wednesday,691.0,7.0
15043,2021-03-17,Stanislaus,California,57817,976.0,Wednesday,693.0,16.0
15449,2021-03-24,Stanislaus,California,58425,985.0,Wednesday,608.0,9.0
15855,2021-03-31,Stanislaus,California,58969,1000.0,Wednesday,544.0,15.0
16261,2021-04-07,Stanislaus,California,59603,1009.0,Wednesday,634.0,9.0
16667,2021-04-14,Stanislaus,California,60129,1023.0,Wednesday,526.0,14.0
17073,2021-04-21,Stanislaus,California,60649,1035.0,Wednesday,520.0,12.0
17479,2021-04-28,Stanislaus,California,61150,1042.0,Wednesday,501.0,7.0
17885,2021-05-05,Stanislaus,California,61681,1050.0,Wednesday,531.0,8.0
18291,2021-05-12,Stanislaus,California,62102,1060.0,Wednesday,421.0,10.0
18697,2021-05-19,Stanislaus,California,62390,1063.0,Wednesday,288.0,3.0
19103,2021-05-26,Stanislaus,California,62680,1066.0,Wednesday,290.0,3.0
19509,2021-06-02,Stanislaus,California,62878,1066.0,Wednesday,198.0,0.0
19915,2021-06-09,Stanislaus,California,63108,1068.0,Wednesday,230.0,2.0
20321,2021-06-16,Stanislaus,California,63302,1068.0,Wednesday,194.0,0.0
20727,2021-06-23,Stanislaus,California,63558,1070.0,Wednesday,256.0,2.0
21133,2021-06-30,Stanislaus,California,63721,1075.0,Wednesday,163.0,5.0
49,2020-07-01,Sutter,California,197,3.0,Wednesday,0.0,0.0
448,2020-07-08,Sutter,California,323,4.0,Wednesday,126.0,1.0
847,2020-07-15,Sutter,California,454,4.0,Wednesday,131.0,0.0
1246,2020-07-22,Sutter,California,567,4.0,Wednesday,113.0,0.0
1646,2020-07-29,Sutter,California,731,6.0,Wednesday,164.0,2.0
2052,2020-08-05,Sutter,California,881,6.0,Wednesday,150.0,0.0
2458,2020-08-12,Sutter,California,1041,7.0,Wednesday,160.0,1.0
2864,2020-08-19,Sutter,California,1186,7.0,Wednesday,145.0,0.0
3270,2020-08-26,Sutter,California,1325,8.0,Wednesday,139.0,1.0
3676,2020-09-02,Sutter,California,1449,10.0,Wednesday,124.0,2.0
4082,2020-09-09,Sutter,California,1530,10.0,Wednesday,81.0,0.0
4488,2020-09-16,Sutter,California,1621,10.0,Wednesday,91.0,0.0
4894,2020-09-23,Sutter,California,1689,11.0,Wednesday,68.0,1.0
5300,2020-09-30,Sutter,California,1726,11.0,Wednesday,37.0,0.0
5706,2020-10-07,Sutter,California,1770,12.0,Wednesday,44.0,1.0
6112,2020-10-14,Sutter,California,1785,12.0,Wednesday,15.0,0.0
6518,2020-10-21,Sutter,California,1830,12.0,Wednesday,45.0,0.0
6924,2020-10-28,Sutter,California,1889,12.0,Wednesday,59.0,0.0
7330,2020-11-04,Sutter,California,1964,12.0,Wednesday,75.0,0.0
7736,2020-11-11,Sutter,California,2089,12.0,Wednesday,125.0,0.0
8142,2020-11-18,Sutter,California,2521,13.0,Wednesday,432.0,1.0
8548,2020-11-25,Sutter,California,3144,15.0,Wednesday,623.0,2.0
8954,2020-12-02,Sutter,California,3733,19.0,Wednesday,589.0,4.0
9360,2020-12-09,Sutter,California,4502,30.0,Wednesday,769.0,11.0
9766,2020-12-16,Sutter,California,5290,38.0,Wednesday,788.0,8.0
10172,2020-12-23,Sutter,California,5930,46.0,Wednesday,640.0,8.0
10578,2020-12-30,Sutter,California,6411,50.0,Wednesday,481.0,4.0
10984,2021-01-06,Sutter,California,6858,66.0,Wednesday,447.0,16.0
11390,2021-01-13,Sutter,California,7379,75.0,Wednesday,521.0,9.0
11796,2021-01-20,Sutter,California,7828,79.0,Wednesday,449.0,4.0
12202,2021-01-27,Sutter,California,8166,85.0,Wednesday,338.0,6.0
12608,2021-02-03,Sutter,California,8355,89.0,Wednesday,189.0,4.0
13014,2021-02-10,Sutter,California,8623,92.0,Wednesday,268.0,3.0
13420,2021-02-17,Sutter,California,8722,93.0,Wednesday,99.0,1.0
13826,2021-02-24,Sutter,California,8826,96.0,Wednesday,104.0,3.0
